epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,797.164,1.22587,0.59683,0.0023,0.88091,0.86818,0.92728,0.62777,1.43013,0.67811,0.00448,0.00091412,0.00091412,0.00091412
181,801.027,1.28259,0.61892,0.00234,0.91785,0.8752,0.92993,0.63337,1.44458,0.65504,0.00453,0.00091302,0.00091302,0.00091302
182,804.903,1.23923,0.60292,0.00233,0.92226,0.84834,0.93607,0.63614,1.41476,0.6821,0.00451,0.00091192,0.00091192,0.00091192
183,810.06,1.27411,0.60898,0.00236,0.93368,0.84083,0.93323,0.6365,1.41318,0.64981,0.00449,0.00091082,0.00091082,0.00091082
184,814.038,1.20208,0.59636,0.00239,0.87145,0.86847,0.91873,0.62946,1.39854,0.69993,0.0044,0.00090972,0.00090972,0.00090972
185,817.98,1.26692,0.61273,0.00228,0.91631,0.84215,0.92621,0.63653,1.39368,0.72397,0.00437,0.00090862,0.00090862,0.00090862
186,822.982,1.23633,0.61171,0.00229,0.89934,0.84403,0.92659,0.62346,1.42144,0.68611,0.00448,0.00090752,0.00090752,0.00090752
187,827.055,1.23268,0.5737,0.00235,0.91809,0.83079,0.93309,0.62887,1.37496,0.70011,0.00436,0.00090642,0.00090642,0.00090642
188,830.968,1.24086,0.61563,0.00228,0.85539,0.87292,0.92288,0.62501,1.39946,0.68188,0.00444,0.000905321,0.000905321,0.000905321
189,836.05,1.21799,0.58664,0.00236,0.93491,0.8461,0.93193,0.62134,1.4121,0.6827,0.00453,0.000904221,0.000904221,0.000904221
190,839.979,1.23552,0.58162,0.00228,0.92698,0.84344,0.9271,0.6343,1.38335,0.69948,0.00438,0.000903121,0.000903121,0.000903121
191,843.915,1.22199,0.56715,0.0023,0.87641,0.89426,0.93039,0.62712,1.39942,0.65714,0.0044,0.000902021,0.000902021,0.000902021
192,848.784,1.17878,0.56412,0.00226,0.91369,0.86903,0.92585,0.62515,1.3952,0.66462,0.00442,0.000900921,0.000900921,0.000900921
193,852.885,1.1947,0.57461,0.00228,0.89864,0.86693,0.92529,0.61315,1.44147,0.6968,0.00462,0.000899821,0.000899821,0.000899821
194,857.064,1.24496,0.59366,0.00245,0.88494,0.88597,0.92368,0.61357,1.44737,0.68754,0.0046,0.000898721,0.000898721,0.000898721
195,861.989,1.26613,0.61781,0.00241,0.89611,0.86765,0.91155,0.62197,1.39738,0.72045,0.00442,0.000897621,0.000897621,0.000897621
196,866.052,1.23814,0.57618,0.00236,0.89535,0.87932,0.91528,0.61874,1.40797,0.72534,0.00445,0.000896521,0.000896521,0.000896521
197,870.039,1.2637,0.61456,0.00224,0.89146,0.87115,0.92543,0.61172,1.44091,0.73375,0.00459,0.000895422,0.000895422,0.000895422
198,875.157,1.25462,0.59279,0.00228,0.8927,0.85358,0.92925,0.62462,1.41406,0.67239,0.00441,0.000894322,0.000894322,0.000894322
199,879.231,1.18542,0.56438,0.00226,0.86032,0.87617,0.93428,0.63304,1.41352,0.70346,0.00441,0.000893222,0.000893222,0.000893222
200,883.084,1.18593,0.57375,0.00224,0.89602,0.86753,0.93525,0.63826,1.38407,0.70002,0.00428,0.000892122,0.000892122,0.000892122
201,887.97,1.23036,0.57756,0.00223,0.9365,0.88253,0.93926,0.64946,1.37615,0.70394,0.00426,0.000891022,0.000891022,0.000891022
202,892.224,1.24372,0.59361,0.00231,0.92823,0.89074,0.93521,0.63496,1.41409,0.65549,0.00449,0.000889922,0.000889922,0.000889922
203,896.069,1.20615,0.56641,0.00225,0.91423,0.88986,0.93602,0.63111,1.41289,0.66875,0.00444,0.000888822,0.000888822,0.000888822
204,900.986,1.15551,0.56017,0.0022,0.91663,0.89436,0.93106,0.63034,1.42972,0.67526,0.00447,0.000887722,0.000887722,0.000887722
205,905.019,1.16575,0.56523,0.00221,0.9216,0.85921,0.91814,0.63218,1.39607,0.72304,0.00441,0.000886622,0.000886622,0.000886622
206,908.859,1.23481,0.57714,0.0022,0.91703,0.86823,0.9205,0.62947,1.41873,0.69427,0.00453,0.000885523,0.000885523,0.000885523
207,913.707,1.19304,0.60937,0.00226,0.88525,0.89487,0.92939,0.63336,1.41006,0.71062,0.00444,0.000884423,0.000884423,0.000884423
208,918.051,1.23536,0.59246,0.00223,0.88487,0.87848,0.92631,0.62786,1.39763,0.69495,0.00444,0.000883323,0.000883323,0.000883323
209,921.832,1.24264,0.62767,0.00235,0.87317,0.86228,0.92138,0.62637,1.38515,0.6898,0.0044,0.000882223,0.000882223,0.000882223
210,926.621,1.20023,0.58708,0.00216,0.91444,0.86426,0.93411,0.64208,1.39202,0.67922,0.00441,0.000881123,0.000881123,0.000881123
211,930.741,1.17989,0.57484,0.00216,0.91684,0.82302,0.91214,0.63354,1.40407,0.71261,0.00442,0.000880023,0.000880023,0.000880023
212,934.563,1.14721,0.55106,0.00224,0.92093,0.85304,0.91844,0.62363,1.41332,0.71402,0.00453,0.000878923,0.000878923,0.000878923
213,939.27,1.16197,0.55005,0.00212,0.92422,0.86119,0.92887,0.64287,1.40315,0.68356,0.00445,0.000877823,0.000877823,0.000877823
214,943.574,1.15006,0.55234,0.00223,0.87032,0.89418,0.92812,0.63563,1.39689,0.71814,0.00442,0.000876723,0.000876723,0.000876723
215,947.587,1.16572,0.56785,0.00213,0.8699,0.87276,0.92739,0.63471,1.40428,0.72655,0.00445,0.000875624,0.000875624,0.000875624
216,952.314,1.2131,0.56347,0.00219,0.89191,0.8833,0.92696,0.62636,1.43799,0.72565,0.00453,0.000874524,0.000874524,0.000874524
217,956.481,1.13473,0.52636,0.00212,0.93448,0.87083,0.92743,0.62134,1.43798,0.72465,0.00455,0.000873424,0.000873424,0.000873424
218,960.426,1.12707,0.53783,0.00213,0.86892,0.87082,0.92626,0.62941,1.40083,0.70544,0.00439,0.000872324,0.000872324,0.000872324
219,965.213,1.12532,0.5367,0.00216,0.89127,0.85054,0.91828,0.6187,1.42163,0.72495,0.00446,0.000871224,0.000871224,0.000871224
220,969.61,1.17892,0.53949,0.00216,0.88634,0.86668,0.91817,0.63166,1.36113,0.72594,0.0043,0.000870124,0.000870124,0.000870124
221,973.46,1.18363,0.55359,0.00221,0.91877,0.84315,0.91418,0.62032,1.38545,0.72579,0.00443,0.000869024,0.000869024,0.000869024
222,978.214,1.1098,0.5157,0.00211,0.9128,0.84723,0.92086,0.6248,1.40542,0.69911,0.0044,0.000867924,0.000867924,0.000867924
223,982.353,1.09958,0.50614,0.00213,0.91456,0.8713,0.92247,0.61748,1.44193,0.69158,0.00457,0.000866824,0.000866824,0.000866824
224,986.275,1.18811,0.55073,0.00217,0.90518,0.87758,0.92491,0.61434,1.41005,0.74591,0.00445,0.000865725,0.000865725,0.000865725
225,991.12,1.21521,0.53154,0.00221,0.91438,0.88933,0.93973,0.62829,1.44194,0.67209,0.00457,0.000864625,0.000864625,0.000864625
226,995.34,1.18789,0.54606,0.00213,0.92669,0.89828,0.94386,0.63424,1.39792,0.71512,0.00437,0.000863525,0.000863525,0.000863525
227,999.44,1.20296,0.56027,0.00215,0.91703,0.89586,0.93858,0.63234,1.40089,0.69873,0.00438,0.000862425,0.000862425,0.000862425
228,1004.5,1.2419,0.57451,0.00219,0.91495,0.88582,0.9331,0.64099,1.38218,0.6955,0.00431,0.000861325,0.000861325,0.000861325
229,1008.52,1.16772,0.54638,0.00219,0.88175,0.89014,0.92995,0.64648,1.38754,0.65026,0.00433,0.000860225,0.000860225,0.000860225
230,1012.43,1.22217,0.56426,0.00226,0.88513,0.85393,0.91619,0.62714,1.43697,0.66516,0.00458,0.000859125,0.000859125,0.000859125
231,1017.44,1.20072,0.5569,0.00229,0.9152,0.86647,0.9207,0.62096,1.4513,0.66096,0.00476,0.000858025,0.000858025,0.000858025
232,1021.54,1.19694,0.56322,0.00232,0.88707,0.88284,0.92533,0.64253,1.38791,0.65418,0.00439,0.000856925,0.000856925,0.000856925
233,1025.75,1.17787,0.53975,0.00222,0.92029,0.89515,0.93103,0.63681,1.42919,0.63672,0.00451,0.000855826,0.000855826,0.000855826
234,1030.77,1.16461,0.55548,0.00219,0.92084,0.90061,0.93599,0.63778,1.41484,0.65251,0.00444,0.000854726,0.000854726,0.000854726
235,1034.74,1.14474,0.54934,0.00211,0.9262,0.88046,0.93631,0.63697,1.41042,0.67126,0.00449,0.000853626,0.000853626,0.000853626
236,1038.61,1.16391,0.54661,0.00202,0.86549,0.92738,0.93974,0.63634,1.40139,0.69075,0.00448,0.000852526,0.000852526,0.000852526
237,1043.37,1.1384,0.53729,0.0021,0.92193,0.88193,0.94488,0.63571,1.41729,0.67924,0.00453,0.000851426,0.000851426,0.000851426
238,1047.41,1.14385,0.5592,0.00226,0.90377,0.89775,0.9456,0.64349,1.4069,0.64802,0.00443,0.000850326,0.000850326,0.000850326
239,1051.22,1.12274,0.50756,0.00216,0.91419,0.90688,0.9486,0.63762,1.40219,0.64837,0.00441,0.000849226,0.000849226,0.000849226
240,1055.94,1.09823,0.4885,0.00213,0.91146,0.90239,0.94676,0.64764,1.4064,0.63609,0.0044,0.000848126,0.000848126,0.000848126
241,1060.36,1.13058,0.52274,0.00205,0.92101,0.89778,0.93935,0.63023,1.43095,0.63882,0.00451,0.000847026,0.000847026,0.000847026
242,1064.17,1.10458,0.50341,0.00216,0.93873,0.87736,0.94533,0.63159,1.41272,0.67798,0.00439,0.000845927,0.000845927,0.000845927
243,1068.8,1.15864,0.53324,0.00206,0.90812,0.84642,0.93548,0.62608,1.43938,0.66165,0.00449,0.000844827,0.000844827,0.000844827
244,1072.96,1.13442,0.5217,0.00205,0.92776,0.87167,0.9422,0.63324,1.44379,0.64775,0.00451,0.000843727,0.000843727,0.000843727
245,1076.84,1.09457,0.52283,0.00224,0.92583,0.83141,0.93594,0.6347,1.38364,0.68465,0.00426,0.000842627,0.000842627,0.000842627
246,1081.29,1.08762,0.50944,0.00212,0.90199,0.86006,0.92772,0.63968,1.36498,0.69519,0.00418,0.000841527,0.000841527,0.000841527
247,1085.81,1.07918,0.50495,0.00205,0.90272,0.87854,0.93259,0.63983,1.3908,0.66064,0.00437,0.000840427,0.000840427,0.000840427
248,1089.62,1.16097,0.54112,0.00223,0.90121,0.89039,0.93586,0.64477,1.37094,0.63843,0.00423,0.000839327,0.000839327,0.000839327
249,1093.9,1.15071,0.54515,0.00212,0.89693,0.89379,0.93025,0.64315,1.38606,0.65564,0.0043,0.000838227,0.000838227,0.000838227
250,1098.45,1.16128,0.55603,0.00217,0.90635,0.87413,0.93387,0.63498,1.39632,0.67326,0.00437,0.000837127,0.000837127,0.000837127
251,1102.35,1.15398,0.54243,0.00215,0.89736,0.90601,0.9312,0.64045,1.40894,0.64753,0.0044,0.000836027,0.000836027,0.000836027
252,1106.25,1.14954,0.56197,0.00219,0.90896,0.90691,0.93715,0.64397,1.4048,0.66255,0.00437,0.000834928,0.000834928,0.000834928
253,1111.03,1.11134,0.49822,0.00213,0.88239,0.925,0.94001,0.64247,1.40734,0.61218,0.00443,0.000833828,0.000833828,0.000833828
254,1114.96,1.07457,0.50706,0.00216,0.90551,0.87713,0.93587,0.63983,1.41051,0.63177,0.00442,0.000832728,0.000832728,0.000832728
255,1119.08,1.16703,0.55751,0.00212,0.90456,0.90442,0.94294,0.63493,1.42984,0.65932,0.00453,0.000831628,0.000831628,0.000831628
256,1123.98,1.19938,0.56766,0.00214,0.93508,0.87218,0.93495,0.63308,1.42124,0.70226,0.00449,0.000830528,0.000830528,0.000830528
257,1127.79,1.13664,0.53051,0.00212,0.89719,0.88136,0.92559,0.63954,1.41991,0.64434,0.0045,0.000829428,0.000829428,0.000829428
258,1131.61,1.09386,0.50258,0.00217,0.9144,0.88169,0.93227,0.63643,1.42621,0.66254,0.00452,0.000828328,0.000828328,0.000828328
259,1136.58,1.10082,0.50617,0.00205,0.90702,0.8644,0.92609,0.63781,1.41711,0.66394,0.00444,0.000827228,0.000827228,0.000827228
260,1140.39,1.14193,0.5223,0.00203,0.89915,0.88923,0.93794,0.63883,1.4266,0.62698,0.00439,0.000826128,0.000826128,0.000826128
261,1144.54,1.14841,0.53651,0.0021,0.91007,0.89433,0.94008,0.63842,1.43047,0.61147,0.00446,0.000825029,0.000825029,0.000825029
262,1149.57,1.15606,0.53559,0.00208,0.90209,0.88096,0.93837,0.63881,1.44815,0.63955,0.00455,0.000823929,0.000823929,0.000823929
263,1153.47,1.147,0.51675,0.00207,0.93264,0.88923,0.94455,0.64735,1.42257,0.64835,0.00448,0.000822829,0.000822829,0.000822829
264,1157.34,1.15939,0.52193,0.00205,0.93298,0.88259,0.94074,0.64412,1.42073,0.66221,0.00449,0.000821729,0.000821729,0.000821729
265,1162.36,1.12384,0.5147,0.0021,0.91754,0.87116,0.92597,0.63734,1.43299,0.63981,0.00451,0.000820629,0.000820629,0.000820629
266,1166.29,1.15261,0.53676,0.00206,0.92293,0.87336,0.93594,0.63818,1.4262,0.64279,0.00446,0.000819529,0.000819529,0.000819529
267,1170.37,1.12047,0.50084,0.00207,0.92551,0.87197,0.9407,0.63411,1.43412,0.64365,0.00451,0.000818429,0.000818429,0.000818429
268,1175.39,1.13404,0.51347,0.0021,0.92286,0.86102,0.9369,0.64174,1.42645,0.65902,0.0045,0.000817329,0.000817329,0.000817329
269,1179.37,1.11635,0.51218,0.00204,0.88575,0.91204,0.93614,0.64886,1.41907,0.64487,0.00442,0.000816229,0.000816229,0.000816229
270,1183.23,1.09429,0.5025,0.00208,0.91597,0.88689,0.94247,0.64779,1.42088,0.68019,0.0044,0.00081513,0.00081513,0.00081513
271,1188.29,1.10102,0.50232,0.00207,0.92805,0.89514,0.94806,0.65275,1.4108,0.67643,0.00435,0.00081403,0.00081403,0.00081403
272,1192.23,1.09957,0.51402,0.00198,0.92474,0.9102,0.94861,0.64693,1.42456,0.63654,0.00443,0.00081293,0.00081293,0.00081293
273,1196.08,1.08785,0.5027,0.00194,0.92193,0.88621,0.93713,0.63076,1.44965,0.67156,0.00458,0.00081183,0.00081183,0.00081183
274,1201.01,1.11447,0.52738,0.00218,0.89161,0.87038,0.93638,0.62792,1.44515,0.66557,0.00458,0.00081073,0.00081073,0.00081073
275,1205.26,1.09941,0.50022,0.00212,0.91056,0.90065,0.95149,0.63583,1.44657,0.64083,0.00457,0.00080963,0.00080963,0.00080963
276,1209.12,1.09733,0.49606,0.00195,0.91593,0.89142,0.9438,0.63279,1.43127,0.66476,0.00448,0.00080853,0.00080853,0.00080853
277,1214,1.09005,0.51854,0.00208,0.92703,0.91979,0.94877,0.63004,1.42143,0.6169,0.00447,0.00080743,0.00080743,0.00080743
278,1218.02,1.09594,0.51492,0.00195,0.90953,0.90845,0.95212,0.64527,1.41066,0.60614,0.00445,0.00080633,0.00080633,0.00080633
279,1221.96,1.15064,0.538,0.002,0.90993,0.90083,0.93528,0.64018,1.41886,0.65459,0.00443,0.000805231,0.000805231,0.000805231
280,1226.79,1.14203,0.53184,0.00207,0.92147,0.92219,0.94074,0.63643,1.41613,0.66565,0.00439,0.000804131,0.000804131,0.000804131
281,1231.18,1.13191,0.52533,0.00199,0.91735,0.91076,0.93941,0.64084,1.41233,0.63404,0.00443,0.000803031,0.000803031,0.000803031
282,1235.13,1.0867,0.48711,0.00199,0.933,0.87282,0.94874,0.64251,1.43272,0.62216,0.00445,0.000801931,0.000801931,0.000801931
283,1239.95,1.08963,0.49285,0.00197,0.91707,0.89775,0.94892,0.6422,1.4175,0.66422,0.0044,0.000800831,0.000800831,0.000800831
284,1244,1.08926,0.47965,0.002,0.92443,0.86328,0.93714,0.63428,1.44517,0.67676,0.00449,0.000799731,0.000799731,0.000799731
285,1247.91,1.08616,0.47728,0.00194,0.92022,0.88228,0.94353,0.63211,1.44807,0.64753,0.00448,0.000798631,0.000798631,0.000798631
286,1252.79,1.11869,0.51273,0.00203,0.88215,0.91886,0.93918,0.63405,1.44495,0.66021,0.00447,0.000797531,0.000797531,0.000797531
287,1256.85,1.02497,0.48317,0.0019,0.89908,0.90379,0.93714,0.64592,1.42568,0.66049,0.00437,0.000796431,0.000796431,0.000796431
288,1260.93,1.09748,0.50593,0.00201,0.9035,0.88495,0.94462,0.63779,1.45221,0.67318,0.00452,0.000795332,0.000795332,0.000795332
289,1265.62,1.05616,0.48139,0.00195,0.92555,0.87954,0.94336,0.64308,1.45512,0.67673,0.00452,0.000794232,0.000794232,0.000794232
290,1269.81,1.05838,0.49812,0.00192,0.95809,0.86844,0.93868,0.64212,1.4393,0.69862,0.00449,0.000793132,0.000793132,0.000793132
291,1273.55,1.13223,0.5105,0.00217,0.89991,0.88199,0.9338,0.63293,1.43656,0.68742,0.00448,0.000792032,0.000792032,0.000792032
292,1277.76,1.10602,0.50139,0.00201,0.93373,0.88164,0.93892,0.6308,1.45845,0.68005,0.00456,0.000790932,0.000790932,0.000790932
293,1282.2,1.0863,0.50801,0.00214,0.94463,0.86104,0.94134,0.6531,1.40522,0.65449,0.00442,0.000789832,0.000789832,0.000789832
294,1286.16,1.05375,0.4885,0.00203,0.8937,0.89303,0.94197,0.65535,1.40276,0.65285,0.00437,0.000788732,0.000788732,0.000788732
295,1290.1,1.06536,0.46956,0.0019,0.92629,0.85601,0.93929,0.64584,1.42991,0.65158,0.00447,0.000787632,0.000787632,0.000787632
296,1294.88,1.06072,0.48636,0.00196,0.92071,0.84611,0.93317,0.62858,1.45167,0.66201,0.00452,0.000786532,0.000786532,0.000786532
297,1298.65,1.12511,0.52713,0.00204,0.92282,0.82878,0.93085,0.63941,1.42869,0.66679,0.00445,0.000785433,0.000785433,0.000785433
298,1302.5,1.05058,0.48123,0.00198,0.88856,0.90861,0.93782,0.63876,1.41682,0.64888,0.00444,0.000784333,0.000784333,0.000784333
299,1307.5,1.05204,0.45953,0.00188,0.89983,0.92037,0.93903,0.6365,1.42607,0.66182,0.00449,0.000783233,0.000783233,0.000783233
300,1311.51,1.09911,0.51315,0.00198,0.92201,0.9139,0.95111,0.64774,1.4345,0.64218,0.0045,0.000782133,0.000782133,0.000782133
301,1315.4,1.0982,0.50853,0.002,0.92405,0.90455,0.95137,0.63864,1.43783,0.65167,0.00451,0.000781033,0.000781033,0.000781033
302,1320.54,1.03275,0.46924,0.00193,0.94066,0.88718,0.93946,0.63947,1.44486,0.63909,0.00457,0.000779933,0.000779933,0.000779933
303,1324.5,1.06471,0.48445,0.0019,0.92854,0.91143,0.94086,0.648,1.42074,0.65674,0.00446,0.000778833,0.000778833,0.000778833
304,1328.38,1.08459,0.48661,0.00201,0.93353,0.9138,0.94431,0.64716,1.40261,0.65278,0.0044,0.000777733,0.000777733,0.000777733
305,1333.35,1.07641,0.48138,0.00195,0.95022,0.92074,0.95247,0.64336,1.41041,0.65175,0.00444,0.000776633,0.000776633,0.000776633
306,1337.22,1.03746,0.4839,0.00192,0.91767,0.92165,0.94885,0.65917,1.37573,0.64088,0.00431,0.000775534,0.000775534,0.000775534
307,1341.16,1.06075,0.49324,0.00193,0.95533,0.89772,0.94379,0.65304,1.41392,0.62154,0.00445,0.000774434,0.000774434,0.000774434
308,1346.36,1.09791,0.50992,0.00204,0.93545,0.89967,0.9388,0.64435,1.42459,0.63521,0.0045,0.000773334,0.000773334,0.000773334
309,1350.14,1.06044,0.48014,0.00193,0.94358,0.87317,0.93648,0.63861,1.4061,0.68849,0.00444,0.000772234,0.000772234,0.000772234
310,1354.05,1.04157,0.47925,0.00205,0.94528,0.87444,0.93927,0.63088,1.42928,0.65929,0.00457,0.000771134,0.000771134,0.000771134
311,1358.81,1.0828,0.49361,0.00193,0.92072,0.89847,0.93981,0.62673,1.47311,0.64152,0.0047,0.000770034,0.000770034,0.000770034
312,1362.87,1.06093,0.48683,0.00195,0.92287,0.89294,0.94071,0.64376,1.45577,0.66453,0.00462,0.000768934,0.000768934,0.000768934
313,1366.73,1.13979,0.51602,0.00203,0.91036,0.88929,0.94091,0.63466,1.45346,0.66145,0.00459,0.000767834,0.000767834,0.000767834
314,1371.51,1.07083,0.51101,0.002,0.92974,0.86695,0.93758,0.63414,1.441,0.66249,0.00453,0.000766734,0.000766734,0.000766734
315,1375.77,1.09097,0.49417,0.00203,0.93852,0.8703,0.94073,0.64018,1.41909,0.66807,0.00445,0.000765635,0.000765635,0.000765635
316,1379.56,1.05563,0.46927,0.00201,0.94183,0.89328,0.94186,0.64371,1.42556,0.68802,0.00448,0.000764535,0.000764535,0.000764535
317,1384.35,1.07368,0.5129,0.00192,0.94889,0.85813,0.93535,0.63704,1.42517,0.66572,0.0045,0.000763435,0.000763435,0.000763435
318,1388.45,1.15878,0.5126,0.00201,0.92948,0.90074,0.94442,0.64531,1.41295,0.65243,0.00446,0.000762335,0.000762335,0.000762335
319,1392.29,1.1111,0.53501,0.00203,0.94432,0.89213,0.94943,0.65464,1.40816,0.67352,0.00433,0.000761235,0.000761235,0.000761235
320,1396.81,1.0668,0.51653,0.00192,0.94462,0.91758,0.94379,0.63747,1.46993,0.67895,0.00454,0.000760135,0.000760135,0.000760135
321,1401.14,1.03553,0.48362,0.00192,0.92067,0.88761,0.93549,0.62866,1.48021,0.67996,0.00459,0.000759035,0.000759035,0.000759035
322,1405.26,1.08876,0.48571,0.00197,0.90349,0.90414,0.93798,0.63681,1.44761,0.64374,0.00457,0.000757935,0.000757935,0.000757935
323,1409.65,1.09183,0.51357,0.00198,0.90305,0.91693,0.94202,0.63686,1.42836,0.65795,0.00449,0.000756835,0.000756835,0.000756835
324,1414.03,1.02223,0.45683,0.00182,0.90666,0.92278,0.9434,0.63699,1.41928,0.64583,0.00447,0.000755736,0.000755736,0.000755736
325,1418.07,1.05611,0.49375,0.00213,0.91554,0.90992,0.94485,0.6505,1.41597,0.60719,0.00442,0.000754636,0.000754636,0.000754636
326,1422.46,1.02335,0.4535,0.00195,0.89995,0.90361,0.93873,0.6404,1.42956,0.63938,0.0045,0.000753536,0.000753536,0.000753536
327,1426.89,1.01519,0.46744,0.00198,0.90037,0.90177,0.93672,0.61961,1.45769,0.67695,0.00455,0.000752436,0.000752436,0.000752436
328,1430.8,1.07998,0.50247,0.00198,0.95385,0.87279,0.94021,0.62996,1.45478,0.67048,0.00454,0.000751336,0.000751336,0.000751336
329,1434.77,1.07907,0.51367,0.00198,0.93801,0.88628,0.93823,0.63691,1.45056,0.67557,0.00456,0.000750236,0.000750236,0.000750236
330,1439.69,1.08269,0.49352,0.00198,0.88751,0.89396,0.93484,0.64488,1.39308,0.71456,0.00434,0.000749136,0.000749136,0.000749136
331,1443.59,1.08104,0.48737,0.00191,0.87876,0.90853,0.93764,0.63886,1.42517,0.70475,0.00444,0.000748036,0.000748036,0.000748036
332,1447.51,1.08208,0.49058,0.00189,0.93605,0.87662,0.93934,0.64665,1.43856,0.70746,0.00453,0.000746936,0.000746936,0.000746936
333,1452.45,1.08736,0.49183,0.00188,0.90919,0.90502,0.93979,0.64183,1.42009,0.66187,0.00446,0.000745837,0.000745837,0.000745837
334,1456.34,1.04257,0.46044,0.00189,0.90408,0.8766,0.93206,0.64103,1.42406,0.67892,0.00451,0.000744737,0.000744737,0.000744737
335,1460.23,1.05442,0.4621,0.00191,0.88979,0.87404,0.92963,0.6409,1.42632,0.69262,0.00449,0.000743637,0.000743637,0.000743637
336,1465.47,1.06252,0.47735,0.00193,0.90609,0.87813,0.93402,0.6317,1.44947,0.6823,0.00452,0.000742537,0.000742537,0.000742537
337,1469.33,1.01416,0.45025,0.00183,0.89587,0.90619,0.94161,0.62935,1.4775,0.66199,0.0046,0.000741437,0.000741437,0.000741437
338,1473.31,1.05113,0.47351,0.00188,0.89514,0.92231,0.94371,0.64546,1.44382,0.64428,0.00452,0.000740337,0.000740337,0.000740337
339,1478.48,1.14818,0.50248,0.00197,0.88672,0.89973,0.9288,0.6362,1.44821,0.67653,0.00451,0.000739237,0.000739237,0.000739237
340,1482.41,1.08272,0.47963,0.00192,0.94179,0.8575,0.93301,0.64181,1.42566,0.66849,0.00445,0.000738137,0.000738137,0.000738137
341,1486.34,1.05019,0.46906,0.00185,0.92976,0.88778,0.93585,0.64788,1.41061,0.6617,0.0044,0.000737037,0.000737037,0.000737037
342,1491.58,1.04836,0.46526,0.00183,0.87543,0.90467,0.93337,0.65137,1.40268,0.65164,0.00437,0.000735938,0.000735938,0.000735938
343,1495.44,1.0913,0.48558,0.00185,0.94488,0.85637,0.93269,0.65657,1.4052,0.63823,0.00441,0.000734838,0.000734838,0.000734838
344,1499.43,1.03058,0.46917,0.00187,0.86687,0.93056,0.93721,0.65072,1.40015,0.65652,0.00438,0.000733738,0.000733738,0.000733738
345,1504.45,1.02233,0.44836,0.00179,0.91966,0.90577,0.93922,0.65336,1.39291,0.66245,0.00439,0.000732638,0.000732638,0.000732638
346,1508.45,0.98342,0.45415,0.0018,0.93304,0.89785,0.93935,0.65622,1.39414,0.65117,0.00444,0.000731538,0.000731538,0.000731538
347,1512.44,1.02771,0.49725,0.0019,0.92667,0.91263,0.94619,0.64917,1.41125,0.66406,0.00444,0.000730438,0.000730438,0.000730438
348,1517.8,1.00159,0.44142,0.00183,0.88854,0.91524,0.93829,0.64423,1.41657,0.67462,0.00445,0.000729338,0.000729338,0.000729338
349,1521.79,0.95826,0.43524,0.00182,0.89546,0.90609,0.93402,0.6454,1.42199,0.64369,0.00444,0.000728238,0.000728238,0.000728238
350,1525.63,0.98035,0.42437,0.00184,0.91733,0.90088,0.94126,0.65378,1.42326,0.63217,0.00443,0.000727138,0.000727138,0.000727138
351,1530.76,0.98943,0.43316,0.00183,0.93057,0.90274,0.94515,0.65217,1.43647,0.64216,0.00448,0.000726038,0.000726038,0.000726038
352,1534.73,1.11418,0.50301,0.00192,0.92321,0.93532,0.95284,0.64979,1.43193,0.65319,0.00443,0.000724939,0.000724939,0.000724939
353,1538.77,1.05698,0.49427,0.00191,0.95022,0.91942,0.95242,0.65714,1.41617,0.66364,0.00441,0.000723839,0.000723839,0.000723839
354,1543.76,1.03816,0.47368,0.00184,0.96038,0.89335,0.94568,0.6493,1.4212,0.66175,0.00443,0.000722739,0.000722739,0.000722739
355,1547.93,1.03678,0.46939,0.00183,0.90808,0.92699,0.95029,0.65217,1.4292,0.67837,0.00446,0.000721639,0.000721639,0.000721639
356,1551.78,1.05475,0.47086,0.00186,0.90811,0.94091,0.94945,0.64598,1.41859,0.64342,0.00446,0.000720539,0.000720539,0.000720539
357,1556.75,1.04967,0.47668,0.00186,0.90579,0.9452,0.95182,0.65028,1.41448,0.63538,0.00443,0.000719439,0.000719439,0.000719439
358,1560.69,1.0077,0.44277,0.00187,0.89312,0.93862,0.94982,0.64634,1.39864,0.65958,0.00436,0.000718339,0.000718339,0.000718339
359,1564.57,1.03644,0.46942,0.00188,0.91153,0.90528,0.94276,0.65555,1.38226,0.62593,0.00431,0.000717239,0.000717239,0.000717239
360,1569.37,1.024,0.4487,0.00186,0.93165,0.86592,0.93996,0.6539,1.37329,0.66763,0.00426,0.000716139,0.000716139,0.000716139
361,1573.67,1.04871,0.47706,0.00188,0.93195,0.9056,0.94384,0.65614,1.37297,0.67295,0.00432,0.00071504,0.00071504,0.00071504
362,1577.58,1.07515,0.49333,0.00178,0.90621,0.93817,0.94668,0.65467,1.38087,0.68209,0.00435,0.00071394,0.00071394,0.00071394
363,1582.38,1.06433,0.47712,0.00188,0.90331,0.90282,0.94411,0.6554,1.39176,0.66384,0.00433,0.00071284,0.00071284,0.00071284
364,1586.53,0.9927,0.46763,0.00194,0.91755,0.90353,0.94628,0.64363,1.40957,0.66498,0.00439,0.00071174,0.00071174,0.00071174
